FIPS,State,County,Premature death (Years of Potential Life Lost) - Unreliable,Premature death (Years of Potential Life Lost) - Deaths,Premature death (Years of Potential Life Lost) - YPLL Rate,Poor or fair health - Sample Size,Poor or fair health - % Fair/Poor,Poor physical health days - Sample Size,Poor physical health days - Physically Unhealthy Days,Poor mental health days - Sample Size,Poor mental health days - Mentally Unhealthy Days,Low birthweight - Unreliable,Low birthweight - LBW Births,Low birthweight - Sample Size,Low birthweight - % LBW,Adult smoking - Sample Size,Adult smoking - % Smokers,Adult obesity - % Obese,Physical inactivity - % Physically Inactive,Excessive drinking - Sample Size,Excessive drinking - % Excessive Drinking,Motor vehicle crash death rate - Unreliable,Motor vehicle crash death rate - Motor Vehicle Deaths,Motor vehicle crash death rate - MV Mortality Rate,Sexually transmitted infections - Cases,"Sexually transmitted infections - Rates per 100,000",Teen birth rate - Teen Births ,Teen birth rate - Teen Population,Teen birth rate - Teen Birth Rate,Uninsured - # Uninsured,Uninsured - % Uninsured,Primary care physicians* - # PCP,Primary care physicians* - PCP Rate,Primary care physicians* - PCP Ratio,Previous Primary care physician data--used to calculate rankings* - # PCP,Previous Primary care physician data--used to calculate rankings* - PCP Rate,Previous Primary care physician data--used to calculate rankings* - PCP Ratio,Preventable hospital stays (Ambulatory Care Sensitive Conditions) - # Medicare enrollees,Preventable hospital stays (Ambulatory Care Sensitive Conditions) - ACSC Rate,Diabetic screening - # Diabetics,Diabetic screening - % HbA1c,Mammography screening - # Medicare Enrollees,Mammography screening - % Mammography,High school graduation - % AFGR,Some college (post-secondary education) - PSED Num,Some college (post-secondary education) - Population,Some college (post-secondary education) - % PSED,Unemployment - # Unemployed,Unemployment - Labor Force,Unemployment - % Unemployed,Children in poverty - # Children in Poverty,Children in poverty - % Children in Poverty,Inadequate social support - Sample Size,Inadequate social support - % No Social-Emotional Support,Children in single-parent households - # Single-Parent Households,Children in single-parent households - # Households,Children in single-parent households - % Single-Parent Households,Violent crime rate - Violent Crimes,Violent crime rate - Violent Crime Rate,Air pollution-particulate matter days - PM Days,Air pollution-ozone days - Ozone Days,Access to recreational facilities - Rec Facs,Access to recreational facilities - Rec Fac Rate,Limited access to healthy foods - # Limited Access,Limited access to healthy foods - % Limited Access,Access to healthy foods - Zip Codes with Healthy Foods_x,Access to healthy foods - # Zip Codes_x,Access to healthy foods - % Healthy Foods_x,Fast food restaurants - # Fast Foods,Fast food restaurants - % Fast Foods,Demographics - Population,Demographics - < 18,Demographics - 65 and over,Demographics - African American,Demographics - American Indian/ Alaskan Native,Demographics - Asian,Demographics - Native Hawaiian/ Other Pacific Islander,Demographics - Hispanic,Demographics - Population.1,Demographics - # not proficient in English,Demographics - % not proficient in English,Demographics - Female,Demographics - Rural,Diabetes - % diabetic,HIV prevalence rate - Population,HIV prevalence rate - HIV Rate,Mental health providers - # MPH,Mental health providers - MPH Rate,Mental health providers - MPH Ratio,Health care costs - Costs,Uninsured adults - # Uninsured,Uninsured adults - % Uninsured,Could not see doctor due to cost - Sample Size,Could not see doctor due to cost - % Couldn't Access,Dentists - # Dentists,Dentists - Dentist Rate,Dentists - Dentist Ratio,Median household income - Household Income,High housing costs - # high housing costs,High housing costs - Households,High housing costs - % high housing costs,Children eligible for free lunch - % Free lunch,Illiteracy - % illiterate,Homicide rate - Homicide Rate,Commuting alone - # Drive Alone,Commuting alone - Workers,Commuting alone - % Drive Alone,Access to healthy foods - Zip Codes with Healthy Foods_y,Access to healthy foods - # Zip Codes_y,Access to healthy foods - % Healthy Foods_y
01051,Alabama,Elmore,,1034.0,8753.07,450.0,17.9,445.0,4.4,445.0,3.8,,627.0,6910.0,9.1,451.0,20.1,31.5,31.7,443.0,9.2,,124.0,24.000216776,270.0,345.7,848.0,16521.0,51.3,9915.0,14.6,24,30.72,3255:1,36.0,46.1,2170:1,6962.0,87.640269006,919.0,79.325353645,578.0,67.301038062,67.1,11526.0,22102.0,52.149126776,3026.0,35819.0,8.4,3409.0,18.4,375.0,14.9,5500.0,18701.0,29.410191968,314.0,183.68588544,3.0,0.0,4.0,5.0484015499,14159.0,23.7,,,,29.0,46.031746032,79233.0,24.3,12.1,21.8,0.4,0.5,0.0,2.0,72836.0,1081.0,1.4841561865,49.6,61.9,12.3,79233.0,196.47,3.0,3.8,26042:1,10583.0,8885.0,18.2,452.0,13.1,17.0,22.042425185,4536:1,51013.0,6916.0,27762.0,24.911749874,35.4,13.3,6.0,27330.0,32399.0,84.354455384,4.0,9.0,44.4
01053,Alabama,Escambia,,594.0,10701.91,534.0,26.5,524.0,4.6,521.0,3.6,,380.0,3515.0,10.8,535.0,22.8,35.5,37.6,524.0,6.3,,107.0,40.243264895,217.0,578.8,579.0,8390.0,69.0,6008.0,19.5,19,50.623467974,1975:1,29.0,77.3,1294:1,5335.0,122.71504396,857.0,77.712952159,481.0,63.617463617,72.3,4199.0,10176.0,41.263757862,1593.0,14386.0,11.1,3029.0,35.6,484.0,20.5,4268.0,8897.0,47.971226256,613.0,542.71321192,1.0,0.0,2.0,5.3427365497,939.0,2.62,,,,22.0,52.380952381,37434.0,23.0,15.2,32.1,3.1,0.3,0.0,1.5,35608.0,192.0,0.5392046731,49.1,61.4,13.2,37434.0,149.93,3.0,8.0,12511:1,10793.87,5414.0,24.2,536.0,15.0,13.0,34.356087634,2910:1,31365.0,3806.0,13804.0,27.571718343,56.2,18.6,,10696.0,13099.0,81.655088175,2.0,3.0,66.7
01055,Alabama,Etowah,,1934.0,12083.7,921.0,21.0,889.0,4.7,892.0,4.6,,797.0,8812.0,9.0,919.0,26.9,32.1,34.2,899.0,11.5,,177.0,24.499592366,499.0,483.0,1370.0,22905.0,59.8,14486.0,17.1,75,72.509305361,1379:1,104.0,100.5,995:1,13464.0,96.24330328,1984.0,83.41733871,1121.0,61.641391615,69.8,14736.0,26392.0,55.835101546,4191.0,44377.0,9.4,6777.0,28.8,780.0,24.7,7948.0,23708.0,33.524548676,955.0,355.5472822,4.0,1.0,9.0,8.6834869024,20815.0,20.57,,,,82.0,60.294117647,103645.0,23.3,16.2,14.8,0.4,0.5,0.0,3.3,97801.0,1650.0,1.6870993139,52.0,39.8,13.3,103645.0,143.9,10.0,9.7,10344:1,11897.37,12994.0,21.2,923.0,19.2,46.0,44.276322755,2258:1,36088.0,11549.0,41584.0,27.772701039,43.7,14.1,8.167,34098.0,40160.0,84.905378486,8.0,10.0,80.0
01057,Alabama,Fayette,,332.0,11907.05,206.0,29.2,197.0,6.4,202.0,5.3,,121.0,1305.0,9.3,205.0,18.0,36.5,32.7,200.0,3.6,,49.0,38.783619066,47.0,265.7,222.0,4228.0,52.5,2363.0,16.8,19,108.09580702,925:1,27.0,153.6,651:1,2251.0,98.820722009,310.0,78.709677419,217.0,65.898617512,66.6,1628.0,3842.0,42.373763665,785.0,6638.0,11.8,1360.0,36.0,182.0,28.2,1163.0,3946.0,29.472883933,67.0,125.85941316,1.0,0.0,0.0,0.0,134.0,0.74,,,,12.0,70.588235294,17371.0,22.1,17.3,12.4,0.2,0.4,0.0,1.2,16492.0,37.0,0.2243512006,51.4,78.7,14.1,17371.0,74.019,1.0,5.7,17577:1,9191.39,2136.0,20.8,206.0,16.3,3.0,17.120356103,5841:1,32643.0,1678.0,7164.0,23.4226689,39.2,16.6,,5690.0,6651.0,85.551044956,2.0,3.0,66.7
01059,Alabama,Franklin,,581.0,12312.31,271.0,23.4,253.0,7.6,265.0,4.6,,271.0,3169.0,8.6,,,31.2,37.2,268.0,6.6,,78.0,36.228518346,85.0,276.0,482.0,6391.0,75.4,5156.0,19.9,14,45.087114747,2218:1,23.0,74.1,1350:1,4393.0,125.48367641,637.0,84.929356358,394.0,55.583756345,70.0,3611.0,8287.0,43.574272958,1323.0,13080.0,10.1,2644.0,34.2,232.0,24.3,2467.0,7645.0,32.269457162,144.0,193.36126329,1.0,0.0,3.0,9.6490945933,282.0,0.92,,,,22.0,56.41025641,31091.0,25.2,15.0,4.4,0.4,0.3,0.2,15.4,29211.0,2245.0,7.6854609565,49.7,71.9,14.6,31091.0,51.333,1.0,3.2,31051:1,10970.73,4599.0,25.2,271.0,17.0,8.0,25.803122178,3875:1,33649.0,2828.0,12367.0,22.867308159,50.7,19.5,,10417.0,13101.0,79.513014274,4.0,7.0,57.1
01061,Alabama,Geneva,,424.0,9787.22,252.0,23.2,243.0,3.8,242.0,3.0,,184.0,2172.0,8.5,,,35.5,35.3,242.0,9.1,,62.0,34.515969203,75.0,289.8,329.0,5612.0,58.6,4152.0,19.8,7,26.953140041,3710:1,12.0,46.2,2164:1,4090.0,108.42235371,597.0,81.909547739,337.0,67.06231454,72.9,2775.0,6177.0,44.924720738,974.0,10846.0,9.0,1867.0,31.6,216.0,24.4,2322.0,5915.0,39.256128487,231.0,306.98082367,6.0,0.0,0.0,0.0,8502.0,32.91,,,,10.0,55.555555556,25961.0,21.6,17.5,10.5,0.8,0.1,0.0,2.7,25009.0,258.0,1.0316286137,51.2,87.2,13.8,25961.0,122.95,1.0,3.9,25971:1,10404.68,3766.0,24.3,252.0,21.0,2.0,7.5982068232,13161:1,34418.0,2541.0,10720.0,23.703358209,46.5,16.1,,9028.0,10661.0,84.682487572,5.0,7.0,71.4
01063,Alabama,Greene,,171.0,12690.4,153.0,22.0,144.0,4.4,152.0,5.3,,137.0,907.0,15.1,,,47.6,38.0,,,,23.0,34.282818346,98.0,1068.5,156.0,2263.0,68.9,1213.0,16.9,4,44.252682819,2260:1,5.0,55.3,1808:1,1060.0,111.65056812,187.0,78.07486631,75.0,54.666666667,58.5,808.0,1925.0,41.974025974,544.0,3223.0,16.9,884.0,40.9,,,1256.0,2346.0,53.537936914,,,0.0,0.0,0.0,0.0,5063.0,51.41,,,,1.0,25.0,8829.0,25.4,15.4,79.1,0.1,0.2,0.0,0.9,8691.0,81.0,0.9319986193,53.4,100.0,18.8,8829.0,217.07,1.0,11.1,9039:1,11180.9,1090.0,21.7,,,0.0,0.0,9385:0,27117.0,1111.0,3522.0,31.544576945,86.2,31.2,,2070.0,2848.0,72.68258427,1.0,4.0,25.0
01065,Alabama,Hale,,286.0,12314.34,280.0,24.8,266.0,4.3,267.0,3.7,,177.0,1495.0,11.8,,,43.5,35.6,274.0,8.0,,49.0,38.750800718,205.0,1129.8,228.0,4517.0,50.5,2750.0,18.4,3,16.590167561,6028:1,5.0,27.7,3617:1,2174.0,112.58290626,319.0,73.667711599,168.0,55.357142857,73.5,1410.0,3779.0,37.311458058,818.0,6767.0,12.1,1382.0,35.7,,,1957.0,4183.0,46.784604351,290.0,557.15658021,1.0,0.0,0.0,0.0,6953.0,40.81,,,,5.0,50.0,17975.0,24.9,13.5,57.7,0.2,0.2,0.0,1.3,15214.0,65.0,0.4272380702,49.6,85.0,15.0,17975.0,180.38,1.0,5.5,18083:1,9082.91,2485.0,23.4,,,5.0,30.45437934,3283:1,31790.0,1575.0,5843.0,26.955331165,64.8,25.7,17.398,4669.0,5867.0,79.580705642,3.0,5.0,60.0
01067,Alabama,Henry,,294.0,10743.85,213.0,19.5,204.0,3.9,209.0,3.7,,123.0,1371.0,9.0,211.0,20.0,33.7,30.9,209.0,3.8,,40.0,34.495843251,117.0,705.2,191.0,3599.0,53.1,2361.0,17.5,3,18.047283884,5541:1,4.0,24.1,4156:1,2183.0,54.731368044,316.0,81.962025316,179.0,68.715083799,59.6,1905.0,4015.0,47.447073474,652.0,6924.0,9.4,1107.0,28.8,183.0,16.3,1309.0,3801.0,34.438305709,172.0,346.6344216,6.0,0.0,1.0,6.0070883643,5111.0,31.61,,,,10.0,52.631578947,16647.0,23.2,16.9,30.0,0.2,0.1,0.0,2.6,16204.0,197.0,1.2157491977,51.9,100.0,14.8,16647.0,165.78,0.0,0.0,16623:0,8214.9,2102.0,21.7,213.0,16.2,4.0,23.380874445,4277:1,37851.0,1592.0,6656.0,23.918269231,54.9,18.1,,6175.0,6968.0,88.619402985,2.0,5.0,40.0
01069,Alabama,Houston,,1276.0,9006.82,926.0,19.5,903.0,4.2,908.0,4.3,,770.0,9259.0,8.3,929.0,19.5,33.0,33.1,897.0,10.7,,128.0,19.397172256,642.0,651.9,1278.0,21818.0,58.6,13628.0,16.6,93,94.080038846,1063:1,118.0,119.4,838:1,12486.0,67.832870582,1771.0,83.568605308,1052.0,66.634980989,69.0,13677.0,25976.0,52.652448414,3780.0,45010.0,8.4,6874.0,28.0,806.0,19.8,9778.0,24292.0,40.251934793,1396.0,533.48007857,4.0,2.0,6.0,5.9949043313,15199.0,17.41,,,,83.0,52.53164557,100085.0,24.5,15.8,25.9,0.4,0.9,0.0,2.2,92441.0,1384.0,1.4971711686,52.4,34.9,12.4,100085.0,312.44,23.0,23.3,4298:1,9578.1,12275.0,21.1,931.0,16.6,51.0,52.186192148,1916:1,39290.0,9993.0,38035.0,26.273169449,48.8,11.9,5.91,37567.0,43180.0,87.000926355,4.0,10.0,40.0
01071,Alabama,Jackson,,997.0,11430.77,281.0,26.6,274.0,5.6,270.0,5.4,,395.0,4350.0,9.1,280.0,26.6,30.5,30.1,275.0,7.3,,138.0,36.778815402,106.0,199.5,652.0,11873.0,54.9,7221.0,16.6,34,64.230929081,1557:1,53.0,100.1,999:1,7257.0,131.08570711,1127.0,81.455190772,668.0,53.892215569,72.0,5850.0,13259.0,44.120974432,2522.0,26055.0,9.7,3346.0,28.6,232.0,22.0,3479.0,11982.0,29.035219496,379.0,268.00551568,0.0,0.0,2.0,3.7851546236,1193.0,2.23,,,,30.0,50.847457627,52838.0,22.6,16.1,3.8,1.8,0.3,0.0,2.0,50316.0,466.0,0.9261467525,51.2,76.7,13.6,52838.0,51.613,3.0,5.7,17645:1,11176.12,6502.0,20.5,283.0,19.4,16.0,30.000187501,3333:1,36158.0,5174.0,21173.0,24.436782695,43.7,14.9,,18638.0,21646.0,86.103668114,9.0,19.0,47.4
01073,Alabama,Jefferson,,10043.0,11049.12,4045.0,16.5,3976.0,3.5,3985.0,3.6,,7570.0,65019.0,11.6,4033.0,22.1,32.0,29.2,3935.0,14.5,,882.0,19.132321041,5284.0,801.2,7777.0,155818.0,49.9,79450.0,14.3,1027,154.8099621,646:1,1195.0,180.1,555:1,48062.0,54.323463741,5364.0,82.699478001,3485.0,70.903873745,68.9,114730.0,178699.0,64.202933424,28236.0,300697.0,9.4,42130.0,27.7,3334.0,22.6,65586.0,154361.0,42.488711527,15138.0,796.51800926,32.0,26.0,74.0,11.127367761,94020.0,14.55,,,,578.0,61.099365751,665027.0,23.8,13.6,40.9,0.4,1.4,0.1,3.6,613491.0,16921.0,2.7581496713,52.6,10.8,12.4,665027.0,530.75,339.0,51.1,1957:1,9320.28,71272.0,17.7,4056.0,14.7,426.0,65.021986895,1537:1,41740.0,89865.0,260441.0,34.504935859,41.6,12.9,18.2,246282.0,294779.0,83.548013936,37.0,49.0,75.5
01075,Alabama,Lamar,,270.0,10479.48,183.0,27.6,176.0,6.3,179.0,5.5,,112.0,1222.0,9.2,,,32.2,35.6,,,,33.0,31.76987061,42.0,293.8,187.0,3160.0,59.2,2005.0,17.6,2,13.946028868,7170:1,3.0,20.9,4780:1,2331.0,108.61499257,311.0,76.848874598,193.0,64.766839378,61.7,1358.0,3414.0,39.777387229,670.0,5234.0,12.8,998.0,31.4,161.0,21.5,1231.0,3280.0,37.530487805,22.0,72.361280137,0.0,0.0,0.0,0.0,307.0,1.95,,,,7.0,41.176470588,14200.0,21.4,18.2,11.7,0.2,0.1,0.0,2.3,13857.0,39.0,0.2814462005,51.5,100.0,12.9,14200.0,57.832,0.0,0.0,14341:0,10180.85,1827.0,21.8,183.0,12.4,3.0,20.132876988,4967:1,32993.0,1312.0,5944.0,22.072678331,41.9,17.8,,4773.0,5588.0,85.415175376,3.0,6.0,50.0
01077,Alabama,Lauderdale,,1275.0,8762.98,948.0,20.7,926.0,4.6,927.0,4.0,,712.0,6822.0,10.4,946.0,19.6,32.4,32.7,932.0,7.3,,152.0,24.720672663,344.0,386.0,850.0,20809.0,40.8,11773.0,16.2,53,59.417040359,1683:1,67.0,75.1,1331:1,12877.0,74.738611464,1762.0,87.854710556,1060.0,68.20754717,80.3,12727.0,22239.0,57.228292639,3796.0,42928.0,8.8,5077.0,25.7,834.0,19.3,5835.0,19892.0,29.333400362,540.0,246.72292559,0.0,0.0,7.0,7.8125871941,16336.0,18.94,,,,61.0,50.0,89599.0,21.0,17.1,10.3,0.3,0.4,0.0,1.8,86744.0,1012.0,1.1666512958,52.3,51.7,13.7,89599.0,55.329,8.0,9.0,11150:1,9021.44,10798.0,19.9,953.0,14.8,46.0,50.490083089,1980:1,39213.0,10796.0,37713.0,28.626733487,34.7,13.0,4.229,32795.0,38025.0,86.245890861,6.0,8.0,75.0
01079,Alabama,Lawrence,,567.0,10501.65,198.0,24.0,193.0,4.1,194.0,4.3,,271.0,2814.0,9.6,200.0,24.6,38.1,36.0,196.0,7.7,,85.0,35.272783106,113.0,330.7,437.0,8006.0,54.6,5239.0,18.1,11,32.308279731,3095:1,18.0,52.9,1892:1,4839.0,125.90224717,909.0,81.848184818,458.0,61.35371179,74.5,3959.0,8921.0,44.378432911,1697.0,15380.0,11.0,1887.0,24.1,167.0,25.0,2068.0,8051.0,25.686250155,221.0,223.46933616,1.0,2.0,1.0,2.932035419,10764.0,31.25,,,,25.0,62.5,34106.0,22.9,13.5,11.8,5.2,0.2,0.0,1.9,32124.0,156.0,0.4856182294,50.9,92.5,13.6,34106.0,59.331,1.0,2.9,34047:1,11200.46,4696.0,22.1,200.0,12.9,2.0,5.8320940134,17146:1,37365.0,3496.0,13412.0,26.066209365,39.4,20.8,,12268.0,14192.0,86.443066516,3.0,5.0,60.0
01081,Alabama,Lee,,1295.0,7421.97,561.0,18.4,553.0,3.6,560.0,4.3,,866.0,10954.0,7.9,563.0,22.0,30.0,27.4,547.0,19.1,,148.0,16.99276315,556.0,418.0,1161.0,40630.0,28.6,18579.0,15.5,77,57.849066526,1729:1,97.0,72.9,1372:1,9910.0,61.922515882,1397.0,83.178239084,885.0,64.632768362,75.9,22588.0,35039.0,64.465310083,5301.0,64873.0,8.2,6455.0,20.6,459.0,17.1,10445.0,30378.0,34.383435381,1542.0,442.20252417,3.0,2.0,8.0,5.8874178521,29621.0,26.83,,,,108.0,53.465346535,135883.0,21.8,8.8,23.6,0.3,2.0,0.0,2.2,126747.0,3837.0,3.0272905868,50.7,32.9,10.2,135883.0,147.73,52.0,39.1,2560:1,8716.33,16938.0,18.6,565.0,13.9,48.0,36.381827277,2748:1,40102.0,19015.0,54016.0,35.202532583,35.7,12.8,7.578,48794.0,60913.0,80.104411209,6.0,9.0,66.7
01083,Alabama,Limestone,,953.0,8227.43,344.0,16.6,338.0,3.9,335.0,3.1,,606.0,6293.0,9.6,343.0,21.4,31.4,31.3,338.0,8.9,,149.0,29.894346558,219.0,287.6,856.0,15631.0,54.8,10607.0,15.7,30,39.311266609,2544:1,44.0,57.7,1734:1,7939.0,77.466286278,1196.0,86.371237458,686.0,68.658892128,78.5,11856.0,22512.0,52.665245203,3164.0,37944.0,8.3,3840.0,19.5,293.0,25.4,4916.0,18906.0,26.002327304,213.0,104.66984771,0.0,1.0,4.0,5.0908720664,15049.0,23.46,,,,45.0,56.25,78572.0,23.8,11.9,13.5,0.5,0.8,0.0,4.6,73504.0,2092.0,2.8461036134,49.3,67.1,10.4,78572.0,143.58,2.0,2.6,38157:1,10600.07,9573.0,19.5,344.0,9.7,18.0,23.664593824,4225:1,49667.0,6746.0,30028.0,22.465698681,32.2,13.7,5.818,28581.0,33219.0,86.03811072,5.0,8.0,62.5
01085,Alabama,Lowndes,,220.0,13154.92,230.0,32.6,217.0,5.2,224.0,5.0,,160.0,1276.0,12.5,230.0,22.5,44.6,38.1,222.0,16.5,,50.0,54.790317455,113.0,893.7,252.0,3798.0,66.4,1722.0,16.9,1,7.9415501906,12592:1,1.0,7.9,12592:1,711.0,56.242486944,139.0,84.172661871,57.0,61.403508772,58.2,949.0,2663.0,35.636500188,721.0,4673.0,15.4,1242.0,45.8,202.0,35.0,1691.0,2989.0,56.574105052,110.0,400.94769455,4.0,0.0,1.0,8.134710811,7481.0,56.07,,,,2.0,100.0,12293.0,25.4,14.1,70.1,0.1,0.1,0.0,1.0,10965.0,40.0,0.3647970816,53.5,100.0,18.5,12293.0,387.78,0.0,0.0,12592:0,8024.15,1551.0,21.7,,,0.0,0.0,11973:0,28754.0,1518.0,4205.0,36.099881094,88.3,28.4,27.395,3199.0,4069.0,78.618825264,2.0,5.0,40.0
01087,Alabama,Macon,,427.0,15748.93,218.0,26.4,207.0,3.6,214.0,2.5,,198.0,1738.0,11.4,220.0,13.0,41.4,31.4,,,,52.0,32.409658078,228.0,1022.9,304.0,9467.0,32.1,3054.0,17.4,7,31.538634828,3171:1,11.0,49.6,2018:1,1992.0,52.76994265,281.0,79.003558719,131.0,56.488549618,55.0,2331.0,4546.0,51.275846898,1179.0,8926.0,13.2,2034.0,46.8,192.0,19.1,2941.0,4563.0,64.453210607,633.0,952.76799422,6.0,0.0,0.0,0.0,982.0,4.49,,,,10.0,66.666666667,21789.0,20.1,15.6,81.8,0.2,1.1,0.0,1.1,20561.0,59.0,0.2869510238,54.1,50.2,15.6,21789.0,477.99,0.0,0.0,22195:0,7931.14,2847.0,21.3,220.0,13.9,3.0,13.672409078,7314:1,27041.0,2834.0,7969.0,35.562805873,98.1,25.4,21.191,5910.0,7823.0,75.54646555,2.0,5.0,40.0
01089,Alabama,Madison,,3639.0,8086.41,1710.0,13.6,1679.0,3.4,1682.0,3.3,,2780.0,27127.0,10.2,1707.0,20.2,31.4,25.2,1670.0,11.5,,384.0,18.256356326,1570.0,491.4,2780.0,75879.0,36.6,35550.0,12.8,312,97.222308781,1029:1,454.0,141.5,707:1,34206.0,56.701282562,4171.0,85.159434188,2750.0,72.290909091,74.7,60101.0,87265.0,68.871827193,12405.0,168778.0,7.3,14164.0,18.0,1441.0,20.6,24904.0,77239.0,32.242778907,4707.0,515.07584429,0.0,5.0,50.0,15.255809412,41181.0,15.36,,,,300.0,57.471264368,327744.0,23.9,12.6,24.3,0.7,2.3,0.1,3.2,302874.0,8325.0,2.7486677628,51.1,22.7,11.8,327744.0,200.64,84.0,26.2,3820:1,9614.59,31667.0,15.7,1711.0,13.5,167.0,52.871692749,1891:1,54633.0,30963.0,126564.0,24.464302645,27.2,10.1,5.467,131646.0,154871.0,85.003648198,15.0,22.0,68.2
01091,Alabama,Marengo,,362.0,9560.36,625.0,24.4,608.0,5.0,613.0,3.2,,237.0,2002.0,11.8,625.0,13.7,40.2,35.4,615.0,15.4,,45.0,29.420994822,227.0,1078.1,297.0,5757.0,51.6,3009.0,17.6,11,52.132701422,1918:1,20.0,94.8,1055:1,2647.0,104.08645769,460.0,71.304347826,234.0,50.854700855,77.2,2289.0,4794.0,47.74718398,978.0,7865.0,12.4,1672.0,32.5,573.0,23.4,2249.0,5401.0,41.640436956,360.0,566.6971004,2.0,0.0,2.0,9.5497302201,2552.0,11.4,,,,16.0,57.142857143,20943.0,25.5,15.4,51.1,0.1,0.2,0.0,2.4,19968.0,67.0,0.335536859,52.7,70.8,16.9,20943.0,126.62,0.0,0.0,21100:0,10202.96,2631.0,22.0,627.0,15.7,5.0,23.282887078,4295:1,33085.0,2554.0,8494.0,30.068283494,60.2,22.5,,6023.0,7256.0,83.007166483,2.0,8.0,25.0
01093,Alabama,Marion,,561.0,11878.98,345.0,21.2,332.0,4.6,339.0,4.4,,219.0,2492.0,8.8,,,32.7,35.6,344.0,3.9,,76.0,36.159138271,53.0,179.9,422.0,6215.0,67.9,4219.0,18.1,6,20.423446116,4896:1,8.0,27.2,3672:1,4566.0,141.12773308,787.0,85.514612452,397.0,57.934508816,82.9,3799.0,7574.0,50.158436757,1550.0,11479.0,13.5,2041.0,31.1,288.0,20.8,1896.0,6607.0,28.696836688,139.0,186.07764391,1.0,0.0,1.0,3.4345377112,163.0,0.53,,,,26.0,56.52173913,29116.0,21.7,18.6,4.2,0.4,0.2,0.0,1.9,29018.0,424.0,1.4611620374,50.3,99.5,12.3,29116.0,100.9,0.0,0.0,29378:0,10574.26,3848.0,22.5,346.0,17.9,8.0,25.932769296,3856:1,32080.0,2943.0,12744.0,23.093220339,42.0,15.7,,10275.0,12261.0,83.802299976,5.0,6.0,83.3
01095,Alabama,Marshall,,1494.0,11002.39,513.0,21.0,500.0,4.8,496.0,4.6,,830.0,10037.0,8.3,511.0,29.4,29.1,32.3,500.0,13.3,,169.0,28.121016883,159.0,179.7,1650.0,18139.0,91.0,14085.0,18.6,60,67.264573991,1487:1,92.0,103.1,970:1,12088.0,89.176380835,1560.0,81.666666667,1026.0,60.623781676,71.4,10269.0,23576.0,43.557007126,3438.0,40462.0,8.5,7063.0,30.9,426.0,18.9,7896.0,22773.0,34.672638651,661.0,277.08146447,4.0,0.0,2.0,2.2124138541,0.0,0.0,,,,70.0,50.0,90399.0,26.5,14.6,2.1,0.6,0.6,0.2,12.2,84119.0,6006.0,7.1398851627,51.0,57.1,12.0,90399.0,105.73,4.0,4.5,22300:1,10917.05,12586.0,24.1,513.0,18.0,28.0,31.248256236,3200:1,38859.0,8860.0,34433.0,25.731130021,43.9,15.0,,30156.0,37809.0,79.75878759,6.0,8.0,75.0
01097,Alabama,Mobile,,6287.0,11140.2,3313.0,21.8,3227.0,4.4,3250.0,4.5,,4957.0,41817.0,11.9,3308.0,24.1,31.7,30.6,3215.0,14.2,,726.0,25.77452263,3486.0,858.0,6332.0,103698.0,61.1,60350.0,17.2,396,96.790277954,1033:1,469.0,114.6,872:1,30274.0,74.299392387,3953.0,79.559827979,2343.0,65.215535638,65.2,57274.0,105421.0,54.328833914,19066.0,186352.0,10.2,29496.0,28.9,2825.0,24.4,42762.0,102958.0,41.533440821,6638.0,552.5942711,2.0,16.0,32.0,7.7722535406,67735.0,17.29,,,,253.0,54.408602151,411721.0,25.9,12.5,34.5,0.7,2.0,0.1,2.0,380550.0,8312.0,2.1842070687,52.2,19.7,12.3,411721.0,486.94,92.0,22.5,4447:1,10024.84,53570.0,21.8,3324.0,18.7,178.0,43.873162195,2279:1,39753.0,49743.0,153302.0,32.447717577,57.3,15.9,14.307,141831.0,170204.0,83.330003995,26.0,33.0,78.8
01099,Alabama,Monroe,,355.0,9788.4,249.0,21.0,240.0,5.0,244.0,4.0,,283.0,2063.0,13.7,251.0,17.4,35.5,31.8,247.0,12.3,,60.0,36.578451634,164.0,727.2,372.0,6236.0,59.7,3138.0,17.0,10,44.154009184,2265:1,16.0,70.6,1416:1,2632.0,119.39290185,370.0,73.513513514,218.0,68.80733945,63.7,2154.0,5465.0,39.414455627,1366.0,7981.0,17.1,2867.0,49.9,210.0,23.8,2815.0,6039.0,46.613677761,354.0,539.40391296,5.0,0.0,0.0,0.0,3375.0,14.0,,,,10.0,55.555555556,22389.0,25.4,15.3,40.8,1.1,0.3,0.0,1.0,21919.0,181.0,0.8257675989,52.2,78.4,13.8,22389.0,172.01,0.0,0.0,22648:0,9747.63,2816.0,21.8,252.0,25.3,5.0,21.333788454,4687:1,31744.0,2452.0,9191.0,26.678272223,55.0,20.1,,7257.0,8562.0,84.758234057,4.0,7.0,57.1
